Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,Class
168514,1547595,567.0395457,381.1117797,1.487856256,0.740453186,170385,BOMBAY
168532,1539.35,573.7944065,376.7821062,1.522881254,0.754195437,169925,BOMBAY
168684,1534945,583.5431611,368.6418716,1.582954097,0.775188288,169806,BOMBAY
168736,1555.86,577.480835,372.935021,1.548475746,0.7635097,169852,BOMBAY
168744,1573509,602.3624915,357.8278181,1.683386425,0.804435008,170252,BOMBAY
168972,1604737,615.6769034,353.5306222,1.741509405,0.818704878,171065,BOMBAY
169004,1546598,566.4156578,380.9707667,1.486769347,0.740006893,170517,BOMBAY
169030,1570.87,586.9240816,368.221092,1.593944764,0.778717839,170989,BOMBAY
169095,1529214,547.6732621,394.2119678,1.389286239,0.69418765,171300,BOMBAY
169128,1572037,602.5377947,360.9070447,1.669509652,0.80076528,171304,BOMBAY
169165,1581568,591.8558128,366.3766662,1.615429877,0.785367124,171119,BOMBAY
169310,1542564,576.8799274,376.7857755,1.531055483,0.757233558,171788,BOMBAY
169361,1602094,587.0730698,369.3906891,1.589301212,0.777237489,171156,BOMBAY
169410,1566793,573.4514258,380.042361,1.508914491,0.748860131,172175,BOMBAY
169553,1587.35,625.2960707,348.7432745,1.792998221,0.830025772,171550,BOMBAY
169559,1575747,591.4136202,368.1300911,1.606534305,0.782653269,172319,BOMBAY
169969,1592346,601.3500192,363.5449397,1.654128427,0.796568728,172267,BOMBAY
170021,1556114,583.2122412,373.5774606,1.561154788,0.767915236,171568,BOMBAY
170067,1545389,549.5836288,396.7035678,1.385376068,0.692074931,171795,BOMBAY
170146,1599868,611.0735401,357.5056244,1.709269724,0.811000707,173278,BOMBAY
170186,1602527,581.4943271,381.3481079,1.524838632,0.754928506,174345,BOMBAY
170292,1550861,584.6314868,372.5058108,1.569456019,0.770728712,171705,BOMBAY
170598,1620307,614.4028157,357.4440405,1.718878331,0.813349954,172462,BOMBAY
170659,1555849,572.062147,381.5330734,1.499377608,0.745108382,172297,BOMBAY
170711,1565459,592.6428157,368.8767858,1.606614562,0.782677998,172417,BOMBAY
170723,1599105,621.0104081,353.1574058,1.758452175,0.822557504,172911,BOMBAY
170889,1600.63,595.7016209,368.6053095,1.616096148,0.785568214,173595,BOMBAY
171028,1553271,564.123032,387.7362456,1.454914361,0.726349373,172608,BOMBAY
171035,1631451,614.2500673,361.1593732,1.70077288,0.808884201,175736,BOMBAY
171055,1550608,581.8116212,376.6415788,1.54473551,0.76218437,172890,BOMBAY
171116,1598192,613.7203747,361.9939189,1.695388631,0.807523598,174786,BOMBAY
171217,1599366,602.4211213,362.6898829,1.660981322,0.798455576,173525,BOMBAY
171230,1557612,573.9713915,381.810275,1.503289537,0.746658233,172843,BOMBAY
171308,1592272,603.421354,363.3694615,1.660627592,0.798358861,173826,BOMBAY
171423,1547307,565.2782103,387.5673869,1.458528838,0.727957392,173027,BOMBAY
171566,1554742,575.3363956,381.6426689,1.507526392,0.748319647,173000,BOMBAY
171620,1583298,566.1217778,389.903898,1.451952085,0.725019858,174696,BOMBAY
171708,1535096,552.1854312,397.3292133,1.389742845,0.694432781,172804,BOMBAY
171799,1542958,560.1733753,392.0910174,1.428681991,0.714195937,173474,BOMBAY
171896,1565283,563.3965749,391.7292611,1.438229489,0.71872028,173913,BOMBAY
171914,1595676,598.5416463,368.3583724,1.624889486,0.788194304,174673,BOMBAY
171994,1534393,568.3886482,387.3556881,1.467355884,0.731820039,173315,BOMBAY
172005,1556172,599.3133524,367.2030392,1.632103464,0.790310728,173578,BOMBAY
172351,1588837,601.4149897,367.8191115,1.63508358,0.791175231,173929,BOMBAY
172359,1545501,568.8688779,387.3404908,1.468653269,0.732380204,173829,BOMBAY
172546,1574542,597.1470818,370.9714792,1.609684612,0.783620587,174186,BOMBAY
172746,1599927,601.7414307,369.4322407,1.628827602,0.789353849,176302,BOMBAY
172941,1635318,643.132308,347.714665,1.849597882,0.841242452,175771,BOMBAY
172967,1599.26,604.4735422,370.185916,1.632891788,0.790539965,175602,BOMBAY
173108,1591411,572.6616553,388.984863,1.472195218,0.733899802,175235,BOMBAY
173366,1577459,586.7185949,378.779386,1.54897182,0.763684588,175139,BOMBAY
173392,1608021,620.2462774,358.0876099,1.732107619,0.816509971,175368,BOMBAY
173520,1589015,589.0605955,377.2629071,1.561406077,0.768001215,175941,BOMBAY
173809,1558175,567.890055,391.4866953,1.450598607,0.724408867,175580,BOMBAY
173967,1605.55,604.93982,370.0099489,1.634928525,0.79113039,176528,BOMBAY
174024,1563305,580.5057916,382.8731952,1.5161829,0.751659786,175448,BOMBAY
174090,1619733,620.8005824,362.7850013,1.711207961,0.811478333,176752,BOMBAY
174091,1588111,584.7234815,383.24983,1.525697954,0.755249221,176822,BOMBAY
174325,1617626,608.1851598,369.6825682,1.645155093,0.794055374,177123,BOMBAY
174465,1578182,606.6889824,367.9978452,1.648621018,0.795031959,176301,BOMBAY
174621,1591312,590.5548666,379.9937603,1.554117273,0.765486391,177034,BOMBAY
174668,1618159,631.7654455,356.5245112,1.772011252,0.825548959,178496,BOMBAY
174927,1615125,639.234094,351.3940655,1.819137421,0.835354851,177314,BOMBAY
175054,1619861,607.6671569,370.082794,1.641976246,0.793153169,177343,BOMBAY
175144,1584943,601.6749504,372.9726482,1.613187866,0.784688244,176889,BOMBAY
175276,1595654,608.730967,368.7638602,1.650733797,0.795623672,177114,BOMBAY
175387,1587972,603.2318039,372.2073688,1.62068743,0.786945804,176888,BOMBAY
175512,1606945,602.3650349,374.4872145,1.608506276,0.783259578,177479,BOMBAY
175545,1617952,628.5570239,358.5796123,1.752907868,0.82131105,177735,BOMBAY
175717,1585869,593.6952925,380.3224308,1.561031494,0.767873032,178427,BOMBAY
175738,1572654,575.7955136,393.0693545,1.464870021,0.730741362,178091,BOMBAY
175822,1591722,606.095091,374.2659261,1.619423647,0.786568021,178759,BOMBAY
175965,1569123,587.8046796,382.0314188,1.538629156,0.759994769,177068,BOMBAY
176119,1613423,612.2088114,369.6122782,1.656354097,0.797184595,177629,BOMBAY
176276,1616.13,621.159964,365.5225515,1.699375213,0.808532472,178364,BOMBAY
176352,1626129,588.8901819,386.3377341,1.524288543,0.754722846,180410,BOMBAY
176478,1581113,595.8924511,379.2914862,1.5710673,0.771268473,177909,BOMBAY
176492,1593206,587.5180638,383.5110041,1.531945779,0.757560793,178253,BOMBAY
176521,1635591,620.7569629,368.8891318,1.682773791,0.804275259,181196,BOMBAY
176570,1601037,610.4912665,369.668142,1.651457611,0.795825763,178203,BOMBAY
176818,1633063,643.6465922,353.8156187,1.819158223,0.835358987,178964,BOMBAY
176826,1632597,640.2908694,354.9426494,1.803927678,0.83228635,179666,BOMBAY
176920,1640204,627.0168971,362.913449,1.727731223,0.815473983,180242,BOMBAY
176994,1647738,619.7310338,367.6512764,1.685649074,0.80502323,179689,BOMBAY
177711,1607597,607.9823028,375.2245473,1.620315907,0.786834855,179829,BOMBAY
177713,1616237,601.2761198,379.3922209,1.584840402,0.77580043,180176,BOMBAY
177893,1612656,610.8765588,376.4234083,1.622844237,0.787588085,181791,BOMBAY
177906,1637486,628.3163667,365.3822061,1.719614026,0.813527929,180773,BOMBAY
178043,1635951,632.9955102,362.3502488,1.746916174,0.819948488,181333,BOMBAY
178177,1609793,593.2555045,385.3183285,1.539650364,0.760363207,181200,BOMBAY
178200,1593538,578.0201216,395.9361941,1.459881996,0.728555411,180886,BOMBAY
178573,1634814,619.885914,373.2696081,1.660692166,0.798376522,183684,BOMBAY
178603,1614083,604.5212049,377.3680425,1.601940643,0.781230349,180147,BOMBAY
178848,1643858,650.513994,351.6060806,1.85012157,0.841340788,180604,BOMBAY
179122,1642.56,619.1034092,369.8831772,1.673780932,0.801906351,180813,BOMBAY
179166,1593298,584.1270946,392.7594104,1.487238954,0.74019987,181118,BOMBAY
179180,1624796,619.7963023,372.5204849,1.663791194,0.79922123,181677,BOMBAY
179387,1617553,621.6396129,370.241889,1.679009403,0.80328912,181149,BOMBAY
179474,1655841,611.4539473,377.6808177,1.61897009,0.786432179,183984,BOMBAY
179496,1606.14,594.6168788,386.020211,1.540377581,0.760625022,181511,BOMBAY
179725,1592405,591.5388324,388.9329689,1.52092746,0.75346017,181562,BOMBAY
179759,1663533,637.2804154,362.5224249,1.757906192,0.822435365,182091,BOMBAY
180012,1635838,628.6451234,365.2951232,1.720923942,0.813844155,181815,BOMBAY
180028,1630826,625.6249768,371.4404252,1.684321184,0.804678357,183263,BOMBAY
180089,1610.86,609.1865542,377.714964,1.61282081,0.784576773,181809,BOMBAY
180097,1628676,605.1446051,381.9444587,1.584378543,0.775650795,182527,BOMBAY
180261,1594528,578.0660713,401.3581787,1.440274802,0.719674178,182710,BOMBAY
180547,1649901,658.5985792,351.8995746,1.871552644,0.845284988,182425,BOMBAY
180805,1631287,631.507181,369.9237547,1.70712795,0.810470702,184775,BOMBAY
180948,1578418,571.5790899,404.2273452,1.414004017,0.707001977,182446,BOMBAY
181020,1593456,594.8962104,388.8031964,1.530070267,0.756870603,182766,BOMBAY
181118,1654091,632.3590715,370.3584898,1.707424263,0.810544168,185974,BOMBAY
181168,1672524,653.0310215,360.1947076,1.812994493,0.834126191,186215,BOMBAY
181181,1601361,576.0441326,403.3586388,1.428118992,0.713925403,183119,BOMBAY
181460,1662937,645.9213641,360.1997962,1.793230787,0.83007437,184707,BOMBAY
181748,1602238,587.5345751,395.9814683,1.483742604,0.738757487,183366,BOMBAY
181822,1603247,579.5137629,401.9407076,1.441789179,0.720377032,183395,BOMBAY
181877,1596933,596.6735481,389.934948,1.53018741,0.756913805,183602,BOMBAY
181985,1622689,597.6705159,390.6550596,1.529918789,0.756814721,184037,BOMBAY
181992,1639252,642.9683401,363.7281438,1.767716771,0.824610109,184472,BOMBAY
182090,1621335,617.0719422,379.3651246,1.626591118,0.788696578,183882,BOMBAY
182178,1655.89,635.9195747,368.3386072,1.726453763,0.815169845,183979,BOMBAY
182361,1634593,608.4481311,385.2641755,1.579301087,0.773995183,184578,BOMBAY
182494,1653298,614.2726257,387.0123388,1.587217161,0.776567947,189173,BOMBAY
182755,1630171,616.8017129,379.60729,1.624841591,0.788180139,184677,BOMBAY
182835,1612474,572.7845688,408.7107613,1.401442348,0.700603718,184739,BOMBAY
182940,1636335,624.297759,376.421904,1.658505396,0.797777077,185434,BOMBAY
182972,1640716,587.4675312,398.9277317,1.472616428,0.734079576,185353,BOMBAY
182976,1623533,617.4970769,380.3828735,1.623356676,0.787740233,184527,BOMBAY
183019,1641758,624.6280809,375.9565751,1.661436778,0.798579995,184890,BOMBAY
183093,1626402,606.628063,386.8273814,1.568213865,0.770311209,185169,BOMBAY
183153,1627014,608.6434692,385.1108888,1.580436926,0.774367242,185326,BOMBAY
183243,1653.91,621.0828564,380.4553283,1.632472488,0.790418086,187180,BOMBAY
183410,1635855,614.4548917,384.2737319,1.599003108,0.780312618,185080,BOMBAY
183422,1639468,621.549178,380.415314,1.633870023,0.790823874,186364,BOMBAY
183483,1669563,634.1044843,374.9097183,1.691352487,0.806493607,187798,BOMBAY
183612,1610186,590.3071646,396.9258523,1.487197574,0.740182875,185076,BOMBAY
183754,1630759,625.5357421,376.067177,1.663361709,0.799104499,185287,BOMBAY
183825,1594423,582.2252398,402.7620548,1.445581163,0.72212432,185116,BOMBAY
183924,1623448,631.112949,373.1654798,1.691241508,0.806465163,185666,BOMBAY
184018,1653655,627.8334712,376.1729395,1.66900222,0.800629029,186286,BOMBAY
184172,1632704,632.6632699,373.8460925,1.692309436,0.806738598,186777,BOMBAY
184245,1671122,620.9515398,385.1374477,1.612285545,0.784414055,189905,BOMBAY
184246,1642028,646.5775398,365.2053645,1.770449185,0.825208377,186178,BOMBAY
184259,1644594,628.1734098,377.5461788,1.663831989,0.799232312,186648,BOMBAY
184362,1653005,615.7104168,384.505067,1.60130638,0.781032714,187863,BOMBAY
184398,1623758,613.8688831,385.6430029,1.591806096,0.778037997,187032,BOMBAY
184491,1656324,618.6363355,383.1531609,1.614592802,0.785114057,187848,BOMBAY
184715,1664133,643.8353874,368.5698852,1.746847513,0.81993278,187214,BOMBAY
184827,1607292,599.8428246,393.4595067,1.52453509,0.754815056,186978,BOMBAY
184936,1622171,621.6169728,380.3633655,1.634271408,0.790940189,186576,BOMBAY
185104,1607624,588.7555844,402.5758805,1.462471084,0.729693661,187253,BOMBAY
185149,1647795,645.0968411,368.5878257,1.750184884,0.820693835,186539,BOMBAY
185350,1641849,604.6545875,392.9410131,1.538792255,0.760053674,187679,BOMBAY
185677,1612.79,582.4894601,408.7146632,1.425173874,0.712503289,187533,BOMBAY
185896,1652683,618.1100834,387.6740194,1.594406776,0.778864267,187616,BOMBAY
185950,1641868,622.9177351,383.0486918,1.626210319,0.788584341,188551,BOMBAY
186003,1660027,633.3096037,374.2694279,1.692122189,0.806690699,187431,BOMBAY
186103,1646095,622.0727101,384.8835009,1.616262346,0.785618328,189236,BOMBAY
186401,1757418,672.2481021,359.7590937,1.868606281,0.844751849,191438,BOMBAY
186431,1677124,642.8633744,375.0821166,1.71392702,0.812145171,189926,BOMBAY
186439,1663337,627.8109193,382.6947468,1.640500489,0.792732192,188370,BOMBAY
186509,1672052,655.6987562,366.1175097,1.790951645,0.829597171,189519,BOMBAY
186519,1621151,583.4342733,410.5504252,1.421102592,0.710518061,188837,BOMBAY
186542,1664973,624.6485737,383.9255226,1.627004554,0.788818326,188989,BOMBAY
186618,1640612,609.8680528,391.8326654,1.556450257,0.766296076,188480,BOMBAY
186765,1648501,635.8735911,377.526881,1.684313417,0.804676337,188680,BOMBAY
187129,1600835,576.3698506,416.2622526,1.384631556,0.691669896,189047,BOMBAY
187588,1654357,593.1580854,405.8803103,1.461411333,0.729228705,189950,BOMBAY
187645,1652744,630.5905427,381.280443,1.653875918,0.79649867,189828,BOMBAY
187761,1664833,615.0686123,393.7663939,1.56201398,0.768208999,192202,BOMBAY
187777,1674447,638.4466932,376.9398753,1.69376268,0.807109712,190000,BOMBAY
188247,1691965,664.1887128,368.0132442,1.804795679,0.832463864,194252,BOMBAY
188362,1657968,639.8234602,377.824013,1.69344308,0.807028193,191016,BOMBAY
188557,1648893,620.4363873,390.1882187,1.590095132,0.777491708,190364,BOMBAY
188888,1655013,630.198992,384.8905254,1.637346077,0.791827784,191255,BOMBAY
188980,1696319,650.0019914,374.7298894,1.734588059,0.817093087,192822,BOMBAY
189236,1659042,616.7189285,394.2323971,1.564353749,0.769005963,191867,BOMBAY
189378,1715619,651.0513743,378.4024657,1.720526247,0.813748237,195616,BOMBAY
189503,1676898,651.1912386,373.2266916,1.744760633,0.819454304,191559,BOMBAY
190062,1654448,631.5148944,384.6502895,1.641789728,0.793100038,191654,BOMBAY
190130,1653353,632.0055466,385.2937073,1.640321486,0.792681037,191870,BOMBAY
190239,1658.79,615.3651524,394.5142925,1.559804458,0.76745234,192195,BOMBAY
190505,1693703,648.0574493,376.3201004,1.722090977,0.814125178,192570,BOMBAY
190600,1660623,619.8668961,394.902905,1.569669122,0.770800216,192978,BOMBAY
190728,1696174,665.988505,368.9420171,1.805130547,0.832532268,192377,BOMBAY
190919,1627569,596.8968719,408.8116613,1.4600779,0.728641811,192563,BOMBAY
191042,1677604,629.0483912,389.4610204,1.615176765,0.785290653,193440,BOMBAY
191093,1686806,635.7172404,386.4785077,1.644896748,0.793982285,194125,BOMBAY
191366,1681844,642.8971264,383.3926337,1.676863533,0.802723457,193330,BOMBAY
191369,1683208,650.4560824,381.3812679,1.705527085,0.81007302,194562,BOMBAY
191554,1682544,635.3960003,385.9308518,1.646398564,0.794406592,193468,BOMBAY
191584,1634627,580.6355825,421.0280125,1.379090144,0.688626991,193466,BOMBAY
191756,1699.14,659.992234,373.0010084,1.769411393,0.824981528,193517,BOMBAY
192018,1667608,637.5186106,385.1775668,1.655129129,0.796845999,193459,BOMBAY
192106,1680348,605.2438765,407.4641658,1.485391667,0.739439411,194851,BOMBAY
192239,1729088,678.5730082,364.1296181,1.863547963,0.843829857,194337,BOMBAY
192812,1678819,654.8477552,378.2192824,1.731397064,0.81634239,194740,BOMBAY
193432,1682466,638.9842855,387.7218947,1.64804798,0.794871003,195899,BOMBAY
193584,1693359,637.0427226,390.5938548,1.630959409,0.789977336,197382,BOMBAY
193700,1638311,578.1835433,429.9621282,1.344731327,0.668576945,195583,BOMBAY
194219,1695206,639.867505,392.1446533,1.63171294,0.790197019,197270,BOMBAY
194330,1672373,628.0549768,395.8854849,1.586456187,0.776322666,196056,BOMBAY
195076,1671831,629.855816,397.1060279,1.586114971,0.776212545,196829,BOMBAY
195106,1648761,619.8388104,404.0092287,1.534219435,0.75839327,197343,BOMBAY
195332,1691955,624.8906194,402.3179203,1.553225914,0.765175845,198864,BOMBAY
195455,1716411,633.8275833,396.8950789,1.596965085,0.779672291,198403,BOMBAY
196076,1692.04,641.3045356,393.1082329,1.631368875,0.790096756,199295,BOMBAY
196157,1685806,643.0574262,390.6051794,1.646310546,0.794381762,198513,BOMBAY
196212,1747118,682.7367865,370.0172739,1.845148415,0.840403107,199571,BOMBAY
196264,1668132,628.0231974,400.8060181,1.566900618,0.769868483,198006,BOMBAY
196411,1687198,654.8413345,384.0744664,1.704985339,0.809938142,197945,BOMBAY
197245,1702646,642.0772453,396.0853901,1.621057634,0.787056268,200777,BOMBAY
197598,1687798,641.6806396,395.1927607,1.623715572,0.787846689,199491,BOMBAY
198209,1672222,617.1342071,412.1567577,1.497328857,0.744290547,200587,BOMBAY
198281,1725184,650.6859375,392.475928,1.657900246,0.797610692,201595,BOMBAY
198323,1689617,646.5186691,393.3605137,1.643577956,0.793608541,201273,BOMBAY
198671,1686769,623.2703818,410.10045,1.519799312,0.753033996,201134,BOMBAY
198796,1739161,689.3857988,372.7612894,1.849402871,0.84120581,202308,BOMBAY
198997,1716787,653.6835728,392.2606567,1.666452043,0.799942038,201507,BOMBAY
199021,1747665,705.4098964,364.7685377,1.933856195,0.855924066,202063,BOMBAY
199437,1707904,634.5901354,403.7199053,1.571857436,0.771532417,201610,BOMBAY
199669,1690464,625.7629325,411.065652,1.522294381,0.753974953,202954,BOMBAY
199788,1749634,685.9410473,375.6152944,1.826179758,0.836745993,202653,BOMBAY
200116,1773379,636.1081262,402.3250586,1.581080056,0.774577472,202634,BOMBAY
200419,1716101,651.2283237,394.7898344,1.649556972,0.795294421,202151,BOMBAY
200662,1706597,635.674095,403.7872339,1.574279823,0.772338574,202914,BOMBAY
200714,1688.8,612.1030514,420.6495529,1.455137768,0.726449214,203767,BOMBAY
201447,1780967,660.7194827,400.6828906,1.648983518,0.795133675,210441,BOMBAY
201491,1671.7,610.8914983,421.5739849,1.449073046,0.723717519,203393,BOMBAY
201946,1713493,665.4332105,388.2992918,1.71371214,0.812092608,203438,BOMBAY
202236,1685383,633.5119695,408.9218693,1.549224967,0.763773753,203633,BOMBAY
202280,1715349,652.9293624,396.3776547,1.647240591,0.794643882,204687,BOMBAY
202363,1709543,628.335887,413.0076401,1.521366256,0.75362561,204085,BOMBAY
202626,1715.46,644.7516591,406.4288112,1.58638276,0.776298976,207843,BOMBAY
203101,1734279,650.4675322,402.3138876,1.616816004,0.785785139,206039,BOMBAY
203179,1732071,676.9838845,388.0407184,1.744620738,0.819422158,206073,BOMBAY
203296,1716579,627.5124928,416.8053569,1.505528858,0.747538554,205470,BOMBAY
203536,1735247,648.1573185,401.698875,1.613540288,0.784795183,206049,BOMBAY
203643,1719307,649.4395429,402.097855,1.615128096,0.785275943,206242,BOMBAY
203657,1685938,605.7621375,432.3898213,1.400962991,0.70035497,206515,BOMBAY
203677,1728486,662.5508971,393.5188546,1.683657312,0.804505578,205511,BOMBAY
203686,1722932,660.997605,394.6847598,1.674748235,0.80216333,206087,BOMBAY
203688,1738084,676.0589864,389.1160899,1.737422338,0.817755826,207028,BOMBAY
203793,1754602,664.2640948,397.0850735,1.67285083,0.801658757,207056,BOMBAY
204023,1700494,621.6446109,422.1989012,1.47239751,0.733986166,207033,BOMBAY
204413,1780349,712.9073514,371.3047474,1.920006023,0.853659382,208732,BOMBAY
204635,1706.37,635.1262868,412.6639162,1.539088498,0.760160606,206334,BOMBAY
204774,1739277,659.2536003,398.65381,1.653699485,0.796449695,209024,BOMBAY
205358,1737704,653.993204,404.0643305,1.618537333,0.786302439,207809,BOMBAY
205476,1746.64,679.0974408,386.4526105,1.757259292,0.822290479,207384,BOMBAY
205889,1779422,687.7230434,384.4723515,1.788745122,0.829133175,208651,BOMBAY
206303,1734416,666.0177998,395.9859468,1.681922819,0.804053018,207854,BOMBAY
206702,1735169,663.5370804,401.7599413,1.651576009,0.79585879,209401,BOMBAY
206979,1795101,712.4086751,379.0117206,1.879648138,0.846735265,214037,BOMBAY
207034,1753619,665.63523,399.9981325,1.664095844,0.799303966,209699,BOMBAY
207561,1752359,667.5314214,400.3320376,1.667444418,0.800209818,210438,BOMBAY
207673,1755004,659.2733366,405.1692712,1.627155324,0.788862697,210788,BOMBAY
208477,1726086,642.6828882,416.1311172,1.544424009,0.762073452,210800,BOMBAY
208502,1770466,674.4861852,401.0171551,1.681938482,0.804057113,212629,BOMBAY
208936,1752441,663.4179617,405.3769925,1.63654567,0.791597299,211979,BOMBAY
210260,1739133,648.6103637,417.8989247,1.552074737,0.7647738,213691,BOMBAY
210910,1748332,675.7077433,400.4043103,1.68756361,0.805518772,212898,BOMBAY
211734,1776585,679.8398711,400.169975,1.698877761,0.808407039,213916,BOMBAY
212510,1769746,670.9666466,408.5605262,1.642269881,0.79323677,216642,BOMBAY
213012,1753363,638.1534743,427.1834359,1.493862872,0.742897232,215532,BOMBAY
213022,1849699,721.2160984,384.3779694,1.87632007,0.846141626,218065,BOMBAY
213307,1785693,664.7511897,414.6074684,1.603326617,0.781661226,219982,BOMBAY
214138,1763646,653.1324411,422.1838463,1.547033234,0.762999966,217249,BOMBAY
214563,1765021,659.112828,417.5290886,1.578603374,0.773766151,217833,BOMBAY
215005,1836047,713.366837,390.0451377,1.828934059,0.837285088,219894,BOMBAY
215107,1772436,680.4892103,406.9402925,1.672208977,0.801487609,217799,BOMBAY
216075,1767457,684.2747669,404.0402969,1.693580497,0.80706325,217769,BOMBAY
217182,1811572,704.3042088,396.8257458,1.774845045,0.826164169,220372,BOMBAY
218077,1795577,710.8683797,394.6904946,1.801078033,0.831701502,220398,BOMBAY
218738,1810955,682.4655468,412.0814484,1.65614237,0.797126135,223507,BOMBAY
218983,1845855,713.9672821,394.0538164,1.81185222,0.833896143,222086,BOMBAY
221203,1792381,689.2430553,412.2568809,1.671877626,0.801399164,224322,BOMBAY
221428,1812571,679.7200367,417.6382009,1.627533198,0.788973839,225247,BOMBAY
222737,1847.94,722.4940683,396.6969714,1.821274475,0.835778955,225516,BOMBAY
223035,1817278,680.8125549,419.9943465,1.621004093,0.787040298,225889,BOMBAY
223165,1827554,669.0993605,428.401186,1.56185226,0.768153752,226058,BOMBAY
224267,1770662,640.4429454,449.3396784,1.425298001,0.712563462,226132,BOMBAY
225335,1802309,676.7098296,428.7621503,1.578287237,0.773662254,228491,BOMBAY
225405,1796132,663.2439941,435.8378565,1.52176775,0.753776829,228671,BOMBAY
226687,1839808,720.6955205,405.5372409,1.777137703,0.826659415,231500,BOMBAY
226806,1812548,679.9753874,428.6803406,1.586206138,0.776241976,229994,BOMBAY
230867,1815073,671.6153919,440.686418,1.524021083,0.75462275,233243,BOMBAY
231066,1787859,641.9042752,460.1984968,1.394842181,0.697148261,232903,BOMBAY
233751,1849371,706.9930758,423.527988,1.669294818,0.800707613,237344,BOMBAY
234898,1869885,695.1376297,432.5894199,1.606922402,0.782772808,238265,BOMBAY
237270,1921685,738.1445017,412.9216472,1.787613962,0.828894543,240671,BOMBAY
241322,1895.94,726.3734932,427.3701205,1.699635652,0.80859809,244319,BOMBAY
248424,1884557,715.0530398,446.0436176,1.603101158,0.781591227,251082,BOMBAY
251432,1919868,719.1256904,450.9261867,1.594774736,0.778980775,257425,BOMBAY
254616,1985.37,738.8601535,447.4183287,1.651385529,0.795805652,263261,BOMBAY
45504,793417,295.4698306,196.3118225,1.505104618,0.747372158,45972,CALI
45666,789.77,274.8633573,211.8851392,1.297228104,0.636987114,46074,CALI
48373,825148,313.570417,197.8987002,1.584499629,0.77569004,49026,CALI
49245,822642,301.392791,208.3464437,1.446594363,0.72258815,49720,CALI
49882,891505,357.1890036,179.8346914,1.986207449,0.864011494,51042,CALI
50954,865763,330.155474,198.4615253,1.663574204,0.799162267,51704,CALI
51643,855523,307.9956112,213.6247263,1.441760121,0.720363573,52139,CALI
52448,882474,336.9594211,199.0051127,1.69321992,0.80697124,53082,CALI
53609,893456,354.7254337,193.354325,1.83458753,0.838382964,54085,CALI
54076,893989,342.7424247,203.259513,1.68623067,0.805173976,55293,CALI
54137,905416,356.3926718,195.4373656,1.823564653,0.836231556,54769,CALI
54343,867.59,303.847956,228.0162327,1.3325716,0.660951387,54907,CALI
54680,899793,353.5776383,198.3140946,1.782917341,0.827898128,55370,CALI
55501,898191,345.523159,207.0296994,1.668954551,0.800616222,56394,CALI
55544,924.19,357.6967019,198.2257211,1.804491868,0.832401765,56205,CALI
55549,914595,348.4861956,205.1891003,1.698366019,0.808277868,56517,CALI
55608,918716,348.4501558,205.4062325,1.696395243,0.807779129,56288,CALI
55722,897584,318.9323359,225.0086389,1.417422626,0.708704064,56736,CALI
55938,909933,347.2764794,205.5303842,1.689660051,0.806059118,56664,CALI
55972,897386,342.4919163,208.7955762,1.640321709,0.7926811,56563,CALI
56270,920481,374.09942,194.0923458,1.927430052,0.854880123,57445,CALI
56376,921455,350.6922928,205.3987297,1.707373231,0.810531519,57032,CALI
56627,922876,356.1840294,203.0456968,1.754206245,0.821604177,57280,CALI
56675,898464,344.9441908,210.2250507,1.640832953,0.79282715,57180,CALI
56679,911133,355.9458366,204.8914494,1.73724105,0.817713549,57531,CALI
56834,910081,341.5703246,212.3913014,1.608212401,0.783169393,57509,CALI
57017,903559,349.8119042,210.8011319,1.65944035,0.798033715,58127,CALI
57017,903261,355.3339372,205.4576502,1.729475329,0.815887951,57649,CALI
57391,921.48,362.5686078,203.7016423,1.779900268,0.827253235,58763,CALI
57549,929955,362.9373998,204.5544341,1.77428273,0.826042363,58471,CALI
57617,901703,344.4109267,213.7818121,1.61103942,0.784034479,58093,CALI
57786,916524,331.8750114,224.9344364,1.475429982,0.735275342,59196,CALI
57853,930.73,358.6434909,207.2421815,1.730552575,0.816142909,58737,CALI
57862,951333,372.4370305,201.9925213,1.84381594,0.840150402,59220,CALI
57907,915319,360.6609553,206.6959192,1.744886675,0.819483259,58999,CALI
58094,922.37,350.1062379,212.8556695,1.644805792,0.793956543,58691,CALI
58102,907665,334.8035816,223.8662565,1.495551794,0.743577709,58986,CALI
58252,950381,363.1910348,208.034821,1.745818479,0.819697094,59974,CALI
58634,930427,351.8374671,214.941906,1.636895632,0.791698124,59677,CALI
58740,942.69,370.6574503,204.0034152,1.816917869,0.834912559,59701,CALI
58822,942558,368.175038,206.6187731,1.781905064,0.827682177,60179,CALI
58877,964919,376.8503384,202.2688788,1.863115772,0.843750686,60278,CALI
58961,936527,363.145456,208.2099472,1.744131156,0.819309586,59576,CALI
59039,930334,349.7941673,217.0338863,1.611703008,0.784236743,60458,CALI
59041,931502,359.7792308,211.3235495,1.702504201,0.809318484,60026,CALI
59183,934857,353.5773491,214.6713018,1.647063888,0.794594122,59939,CALI
59208,958477,371.6911507,203.7493708,1.82425668,0.836367936,60037,CALI
59338,940712,352.1829755,215.7836786,1.632111278,0.790313002,59999,CALI
59344,944279,355.4247825,214.7311272,1.655208479,0.79686796,60734,CALI
59387,930813,361.3864657,210.6642569,1.715461707,0.812519908,59877,CALI
